gene.name	uniprot	MolecularFunctions	gene.score	in.AutismKB	in.DDG2P_16_7_2019	in.Table S5	in.denovo_rare(MAF<1%)	in.iPSYCH	in.SFARI	resource.count	in.signor	in.largest.comp	out.edge.in.largest.comp	in.edge.in.largest.comp	glob.out	glob.in
IL12RB2	Q99665	"cytokine binding [GO:0019955]; cytokine receptor activity [GO:0004896]; protein kinase binding [GO:0019901]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
SCN10A	Q9Y5Y9	"transmembrane transporter binding [GO:0044325]; voltage-gated ion channel activity involved in regulation of presynaptic membrane potential [GO:0099508]; voltage-gated sodium channel activity [GO:0005248]"		no	no	no	no	no	no	0	yes	yes	1	5	1	5
RNF181	Q9P0P0	"metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
SREBF1	P36956	"chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; nuclear receptor activity [GO:0004879]; protein dimerization activity [GO:0046983]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; sequence-specific double-stranded DNA binding [GO:1990837]; sterol response element binding [GO:0032810]; transcription coregulator binding [GO:0001221]"		no	no	no	no	no	no	0	yes	yes	8	16	8	16
RAB33B	Q9H082	"GTP binding [GO:0005525]; GTPase activity [GO:0003924]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
C7orf43				yes	no	no	no	no	no	1	no	no	NA	NA	NA	NA
GOT1	P17174	"L-aspartate:2-oxoglutarate aminotransferase activity [GO:0004069]; L-cysteine transaminase activity [GO:0047801]; phosphatidylserine decarboxylase activity [GO:0004609]; pyridoxal phosphate binding [GO:0030170]"		no	no	no	no	no	no	0	yes	yes	4	1	4	1
SCYL1	Q96KG9	"ATP binding [GO:0005524]; cadherin binding [GO:0045296]; DNA binding [GO:0003677]; protein tyrosine kinase activity [GO:0004713]"		no	yes	no	no	no	no	1	yes	yes	1	1	1	1
PMP22	Q01453			no	no	no	no	no	no	0	yes	yes	1	2	1	2
CACNA1S	Q13698	"calmodulin binding [GO:0005516]; high voltage-gated calcium channel activity [GO:0008331]; metal ion binding [GO:0046872]; molecular function activator activity [GO:0140677]; small molecule binding [GO:0036094]; voltage-gated calcium channel activity [GO:0005245]"		no	no	no	no	no	no	0	yes	yes	0	4	0	4
SERPINB5	P36952	serine-type endopeptidase inhibitor activity [GO:0004867]		no	no	no	no	no	no	0	yes	yes	0	2	0	2
PCDHGB7	Q9Y5F8	calcium ion binding [GO:0005509]		no	no	no	no	no	no	0	yes	yes	0	2	0	2
MIP	P30301	"calmodulin binding [GO:0005516]; structural constituent of eye lens [GO:0005212]; water channel activity [GO:0015250]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
CHCHD3	Q9NX63	"molecular adaptor activity [GO:0060090]; phosphatase binding [GO:0019902]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
TNK2	Q07912	"ATP binding [GO:0005524]; epidermal growth factor receptor binding [GO:0005154]; GTPase inhibitor activity [GO:0005095]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein serine/threonine/tyrosine kinase activity [GO:0004712]; protein tyrosine kinase activity [GO:0004713]; signaling receptor binding [GO:0005102]; ubiquitin protein ligase binding [GO:0031625]; WW domain binding [GO:0050699]"		no	no	no	no	no	no	0	yes	yes	3	0	3	0
NCOA6	Q14686	"chromatin binding [GO:0003682]; enzyme binding [GO:0019899]; nuclear estrogen receptor binding [GO:0030331]; nuclear receptor coactivator activity [GO:0030374]; nuclear retinoid X receptor binding [GO:0046965]; nuclear thyroid hormone receptor binding [GO:0046966]; transcription coactivator activity [GO:0003713]"		no	no	no	no	no	no	0	yes	yes	1	1	1	1
FN1	P02751	"chaperone binding [GO:0051087]; collagen binding [GO:0005518]; disordered domain specific binding [GO:0097718]; enzyme binding [GO:0019899]; extracellular matrix structural constituent [GO:0005201]; heparin binding [GO:0008201]; identical protein binding [GO:0042802]; integrin binding [GO:0005178]; peptidase activator activity [GO:0016504]; protease binding [GO:0002020]; protein C-terminus binding [GO:0008022]; proteoglycan binding [GO:0043394]; signaling receptor binding [GO:0005102]"		yes	yes	no	no	no	no	2	yes	yes	5	4	5	4
CDC5L	Q99459	"DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; WD40-repeat domain binding [GO:0071987]"		no	no	no	no	no	no	0	yes	no	NA	NA	1	1
GRB7	Q14451	"identical protein binding [GO:0042802]; phosphatidylinositol binding [GO:0035091]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]"		no	no	no	no	no	no	0	yes	yes	1	3	1	3
KDM5C	P41229	"DNA binding [GO:0003677]; histone demethylase activity [GO:0032452]; histone H3K4 demethylase activity [GO:0032453]; histone H3K4me/H3K4me2/H3K4me3 demethylase activity [GO:0034647]; zinc ion binding [GO:0008270]"	1	no	yes	no	no	no	yes	2	yes	yes	3	1	3	1
RHOC	P08134	"GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein kinase binding [GO:0019901]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
P2RY12	Q9H244	"G protein-coupled adenosine receptor activity [GO:0001609]; G protein-coupled ADP receptor activity [GO:0001621]; G protein-coupled purinergic nucleotide receptor activity [GO:0045028]; guanyl-nucleotide exchange factor activity [GO:0005085]"		no	no	no	no	no	no	0	yes	yes	4	1	4	1
ATF2	P15336	"cAMP response element binding [GO:0035497]; cAMP response element binding protein binding [GO:0008140]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; histone acetyltransferase activity [GO:0004402]; histone H2B acetyltransferase activity [GO:0044013]; histone H4 acetyltransferase activity [GO:0010485]; identical protein binding [GO:0042802]; leucine zipper domain binding [GO:0043522]; metal ion binding [GO:0046872]; promoter-specific chromatin binding [GO:1990841]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; protein-containing complex binding [GO:0044877]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; sequence-specific double-stranded DNA binding [GO:1990837]"		no	no	no	no	no	no	0	yes	yes	2	21	2	21
CLCN7	P51798	"antiporter activity [GO:0015297]; ATP binding [GO:0005524]; chloride channel activity [GO:0005254]; chloride transmembrane transporter activity [GO:0015108]; voltage-gated chloride channel activity [GO:0005247]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
TRIM15	Q9C019	"transcription coactivator activity [GO:0003713]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]"		no	no	no	yes	no	no	1	yes	yes	0	1	0	1
DAGLB	Q8NCG7	"acylglycerol lipase activity [GO:0047372]; lipase activity [GO:0016298]; metal ion binding [GO:0046872]; triglyceride lipase activity [GO:0004806]"		no	no	no	no	no	no	0	yes	yes	2	0	2	0
FKBP4	Q02790	"ATP binding [GO:0005524]; copper-dependent protein binding [GO:0032767]; FK506 binding [GO:0005528]; GTP binding [GO:0005525]; heat shock protein binding [GO:0031072]; nuclear glucocorticoid receptor binding [GO:0035259]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; phosphoprotein binding [GO:0051219]; protein-macromolecule adaptor activity [GO:0030674]; RNA binding [GO:0003723]; tau protein binding [GO:0048156]"		no	no	no	no	no	no	0	yes	yes	1	2	1	2
UBE2Q2	Q8WVN8	"ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin-protein transferase activity [GO:0004842]"		no	no	no	no	no	no	0	yes	yes	0	2	0	2
YWHAH	Q04917	"actin binding [GO:0003779]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; insulin-like growth factor receptor binding [GO:0005159]; nuclear glucocorticoid receptor binding [GO:0035259]; protein domain specific binding [GO:0019904]; protein heterodimerization activity [GO:0046982]; sodium channel regulator activity [GO:0017080]; transmembrane transporter binding [GO:0044325]"		no	no	no	no	no	no	0	yes	yes	2	0	2	0
IDS	P22304	"calcium ion binding [GO:0005509]; iduronate-2-sulfatase activity [GO:0004423]; sulfuric ester hydrolase activity [GO:0008484]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
TIAM2	Q8IVF5	"GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
BLM	P54132	"3'-5' DNA helicase activity [GO:0043138]; 8-hydroxy-2'-deoxyguanosine DNA binding [GO:1905773]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on DNA [GO:0008094]; bubble DNA binding [GO:0000405]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; DNA/DNA annealing activity [GO:1990814]; forked DNA-dependent helicase activity [GO:0061749]; four-way junction DNA binding [GO:0000400]; four-way junction helicase activity [GO:0009378]; G-quadruplex DNA binding [GO:0051880]; helicase activity [GO:0004386]; identical protein binding [GO:0042802]; molecular function activator activity [GO:0140677]; p53 binding [GO:0002039]; protein homodimerization activity [GO:0042803]; single-stranded DNA binding [GO:0003697]; telomeric D-loop binding [GO:0061821]; telomeric G-quadruplex DNA binding [GO:0061849]; Y-form DNA binding [GO:0000403]; zinc ion binding [GO:0008270]"		no	yes	no	no	no	no	1	yes	yes	0	6	0	6
ZNF268	Q14587	"DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
TARS2	Q9BW92	"aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; protein homodimerization activity [GO:0042803]; threonine-tRNA ligase activity [GO:0004829]"		no	no	no	no	no	no	0	yes	yes	0	2	0	2
EPPK1	P58107	"intermediate filament binding [GO:0019215]; keratin filament binding [GO:1990254]; RNA binding [GO:0003723]; structural molecule activity [GO:0005198]"	3	no	no	no	no	no	yes	1	no	no	NA	NA	NA	NA
BTD	P43251	biotinidase activity [GO:0047708]		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
SLC1A5	Q15758	"amino acid transmembrane transporter activity [GO:0015171]; L-aspartate transmembrane transporter activity [GO:0015183]; L-glutamine transmembrane transporter activity [GO:0015186]; L-serine transmembrane transporter activity [GO:0015194]; metal ion binding [GO:0046872]; neutral amino acid transmembrane transporter activity [GO:0015175]; signaling receptor activity [GO:0038023]; symporter activity [GO:0015293]; virus receptor activity [GO:0001618]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
MYO9A	B2RTY4	"actin filament binding [GO:0051015]; ATP binding [GO:0005524]; GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]; microfilament motor activity [GO:0000146]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
UBE2G1	P62253	"ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-protein transferase activity [GO:0004842]"		no	no	no	no	no	no	0	yes	yes	0	2	0	2
SPAG9	O60271	"identical protein binding [GO:0042802]; JUN kinase binding [GO:0008432]; kinesin binding [GO:0019894]; MAP-kinase scaffold activity [GO:0005078]; signaling receptor complex adaptor activity [GO:0030159]"		no	no	no	no	no	no	0	yes	yes	7	1	7	1
SNAP91	O60641	"1-phosphatidylinositol binding [GO:0005545]; clathrin heavy chain binding [GO:0032050]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; protein kinase binding [GO:0019901]; SNARE binding [GO:0000149]"		no	no	no	no	no	no	0	yes	yes	2	0	2	0
LCP1	P13796	"actin binding [GO:0003779]; actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]; GTPase binding [GO:0051020]; integrin binding [GO:0005178]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
RBM17	Q96I25	RNA binding [GO:0003723]		no	no	no	no	no	no	0	yes	yes	0	1	0	1
AIFM2	Q9BRQ8	"DNA binding [GO:0003677]; electron-transferring-flavoprotein dehydrogenase activity [GO:0004174]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
ANXA3	P12429	"calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; calcium-dependent protein binding [GO:0048306]; phospholipase A2 inhibitor activity [GO:0019834]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
CNR1	P21554	"cannabinoid receptor activity [GO:0004949]; G protein-coupled receptor activity [GO:0004930]; identical protein binding [GO:0042802]"	2	no	no	no	no	no	yes	1	yes	yes	8	4	8	4
SRF	P11831	"chromatin DNA binding [GO:0031490]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription factor binding [GO:0140297]; histone deacetylase binding [GO:0042826]; primary miRNA binding [GO:0070878]; protein homodimerization activity [GO:0042803]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; sequence-specific double-stranded DNA binding [GO:1990837]; serum response element binding [GO:0010736]"		no	no	no	no	no	no	0	yes	yes	3	13	3	13
SLC12A5	Q9H2X9	"ammonium transmembrane transporter activity [GO:0008519]; chloride transmembrane transporter activity [GO:0015108]; potassium:chloride symporter activity [GO:0015379]; protein kinase binding [GO:0019901]"	2	no	yes	no	no	no	yes	2	yes	yes	1	1	1	1
ZNF318	Q5VUA4	"nucleic acid binding [GO:0003676]; protein homodimerization activity [GO:0042803]; zinc ion binding [GO:0008270]"		no	no	no	no	no	no	0	yes	yes	1	1	1	1
NEDD4L	Q96PU5	"potassium channel inhibitor activity [GO:0019870]; potassium channel regulator activity [GO:0015459]; sodium channel inhibitor activity [GO:0019871]; sodium channel regulator activity [GO:0017080]; transmembrane transporter binding [GO:0044325]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]"		no	yes	no	no	no	no	1	yes	yes	13	3	13	3
UFC1	Q9Y3C8	"UFM1 conjugating enzyme activity [GO:0061657]; UFM1 transferase activity [GO:0071568]"		no	yes	no	no	no	no	1	no	no	NA	NA	NA	NA
MRPL12	P52815	"mRNA binding [GO:0003729]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]"		no	no	no	no	no	no	0	yes	yes	NA	NA	1	0
SCO2	O43819	"copper chaperone activity [GO:0016531]; copper ion binding [GO:0005507]; protein-disulfide reductase activity [GO:0015035]"		no	yes	no	no	no	no	1	yes	yes	0	1	0	1
ATXN3	P54252	"ATPase binding [GO:0051117]; cysteine-type deubiquitinase activity [GO:0004843]; identical protein binding [GO:0042802]; Lys48-specific deubiquitinase activity [GO:1990380]; Lys63-specific deubiquitinase activity [GO:0061578]; ubiquitin protein ligase binding [GO:0031625]"		no	no	no	no	no	no	0	yes	yes	0	2	0	2
MRC1	P22897	"cargo receptor activity [GO:0038024]; mannose binding [GO:0005537]; signaling receptor activity [GO:0038023]; transmembrane signaling receptor activity [GO:0004888]; virus receptor activity [GO:0001618]"		no	no	no	no	no	no	0	yes	yes	NA	NA	NA	NA
SH2B2	O14492	"SH2 domain binding [GO:0042169]; signaling adaptor activity [GO:0035591]; transmembrane receptor protein tyrosine kinase adaptor activity [GO:0005068]"		no	no	no	no	no	no	0	yes	yes	2	3	2	3
SBF1	O95248	"guanyl-nucleotide exchange factor activity [GO:0005085]; phosphatase regulator activity [GO:0019208]; protein tyrosine/serine/threonine phosphatase activity [GO:0008138]"	2	no	no	no	no	no	yes	1	yes	yes	1	0	1	0
ZNF511	Q8NB15	"DNA binding [GO:0003677]; metal ion binding [GO:0046872]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
UBE2D2	P62837	"ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]"		no	no	no	no	no	no	0	yes	yes	3	3	3	3
MORF4L2	Q15014			no	no	no	no	no	no	0	yes	yes	1	0	1	0
PPP1R8	Q12972	"DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; molecular function inhibitor activity [GO:0140678]; mRNA binding [GO:0003729]; protein serine/threonine phosphatase inhibitor activity [GO:0004865]; ribonuclease E activity [GO:0008995]; RNA binding [GO:0003723]"		no	no	no	no	no	no	0	yes	yes	3	4	3	4
APIP	Q96GX9	"identical protein binding [GO:0042802]; methylthioribulose 1-phosphate dehydratase activity [GO:0046570]; zinc ion binding [GO:0008270]"		no	no	no	no	no	no	0	yes	yes	1	0	1	0
GHSR	Q92847	"G protein-coupled receptor activity [GO:0004930]; growth hormone secretagogue receptor activity [GO:0001616]; growth hormone-releasing hormone receptor activity [GO:0016520]; identical protein binding [GO:0042802]; peptide hormone binding [GO:0017046]"		no	no	no	no	no	no	0	yes	yes	8	3	8	3
RPL39L	Q96EH5	structural constituent of ribosome [GO:0003735]		no	no	no	no	no	no	0	yes	yes	1	0	1	0
TACR3	P29371	tachykinin receptor activity [GO:0004995]		no	yes	no	no	no	no	1	yes	yes	8	1	8	1
AKT1S1	Q96B36			no	no	no	no	no	no	0	yes	yes	1	6	1	6
FES	P07332	"ATP binding [GO:0005524]; immunoglobulin receptor binding [GO:0034987]; microtubule binding [GO:0008017]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; phosphatidylinositol binding [GO:0035091]; protein tyrosine kinase activity [GO:0004713]; signaling receptor binding [GO:0005102]"		no	no	no	no	no	no	0	yes	yes	2	1	2	1
IL2RG	P31785	"cytokine binding [GO:0019955]; cytokine receptor activity [GO:0004896]; interleukin-15 receptor activity [GO:0042010]; interleukin-2 binding [GO:0019976]"		no	no	no	no	no	no	0	yes	yes	1	9	1	9
NUDC	Q9Y266	"cadherin binding [GO:0045296]; unfolded protein binding [GO:0051082]"		no	no	no	no	no	no	0	yes	yes	0	1	0	1
